,code,pinyin_abbr,fund_name,fund_type,pinyin
345,000524,MGMSXQGPA,摩根民生需求股票A,股票型,MOGENMINSHENGXUQIUGUPIAOA
346,000526,GTNYLHPZHHA,国泰浓益灵活配置混合A,混合型-灵活,GUOTAINONGYILINGHUOPEIZHIHUNHEA
347,000527,NFXYXLHPZHHA,南方新优享灵活配置混合A,混合型-灵活,NANFANGXINYOUXIANGLINGHUOPEIZHIHUNHEA
348,000528,GYXJHBA,工银薪金货币A,货币型-普通货币,GONGYINXINJINHUOBIA
349,000529,GFJZYSHHA,广发竞争优势混合A,混合型-灵活,GUANGFAJINGZHENGYOUSHIHUNHEA
350,000530,ZSFSWDZZHHA,招商丰盛稳定增长混合A,混合型-灵活,ZHAOSHANGFENGSHENGWENDINGZENGZHANGHUNHEA
351,000531,DWAEFLHPZHHA,东吴阿尔法灵活配置混合A,混合型-灵活,DONGWUAERFALINGHUOPEIZHIHUNHEA
352,000532,JSCCYSQYHHA,景顺长城优势企业混合A,混合型-偏股,JINGSHUNCHANGCHENGYOUSHIQIYEHUNHEA
353,000533,YYHBA,永赢货币A,货币型-普通货币,YONGYINGHUOBIA
354,000534,CSGDZBHHA,长盛高端装备混合A,混合型-灵活,CHANGSHENGGAODUANZHUANGBEIHUNHEA
355,000535,CSHTHGHHA,长盛航天海工混合A,混合型-灵活,CHANGSHENGHANGTIANHAIGONGHUNHEA
356,000536,QHKYKZZZQA,前海开源可转债债券A,债券型-混合二级,QIANHAIKAIYUANKEZHUANZHAIZHAIQUANA
357,000538,NAYSHYHHA,诺安优势行业混合A,混合型-灵活,NUOANYOUSHIHANGYEHUNHEA
358,000539,ZYHQBHBA,中银活期宝货币A,货币型-普通货币,ZHONGYINHUOQIBAOHUOBIA
359,000540,GJJTTHBA,国金金腾通货币A,货币型-普通货币,GUOJINJINTENGTONGHUOBIA
360,000541,HSCXCZHHFQSA,华商创新成长混合发起式A,混合型-灵活,HUASHANGCHUANGXINCHENGZHANGHUNHEFAQISHIA
361,000542,SYHCBHBA,上银慧财宝货币A,货币型-普通货币,SHANGYINHUICAIBAOHUOBIA
362,000543,SYHCBHBB,上银慧财宝货币B,货币型-普通货币,SHANGYINHUICAIBAOHUOBIB
363,000545,ZYHXJZLLHPZHH,中邮核心竞争力灵活配置混合,混合型-灵活,ZHONGYOUHEXINJINGZHENGLILINGHUOPEIZHIHUNHE
364,000546,XYDKZA,兴业定开债A,债券型-混合一级,XINGYEDINGKAIZHAIA
365,000547,JXJKMSHHA,建信健康民生混合A,混合型-偏股,JIANXINJIANKANGMINSHENGHUNHEA
366,000548,PHJCTHB,鹏华聚财通货币,货币型-普通货币,PENGHUAJUCAITONGHUOBI
367,000549,HADGXJJGPA,华安大国新经济股票A,股票型,HUAANDAGUOXINJINGJIGUPIAOA
368,000550,GFXDLHH,广发新动力混合,混合型-偏股,GUANGFAXINDONGLIHUNHE
369,000551,ZXBCXFXFHHA,中信保诚幸福消费混合A,混合型-偏股,ZHONGXINBAOCHENGXINGFUXIAOFEIHUNHEA
370,000552,ZJCZYNA,中加纯债一年A,债券型-长债,ZHONGJIACHUNZHAIYINIANA
371,000553,ZJCZYNC,中加纯债一年C,债券型-长债,ZHONGJIACHUNZHAIYINIANC
372,000554,NFZGMLHPZHHA,南方中国梦灵活配置混合A,混合型-灵活,NANFANGZHONGGUOMENGLINGHUOPEIZHIHUNHEA
373,000556,GTRYXJYLHPZHHA,国投瑞银新机遇灵活配置混合A,混合型-灵活,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEA
374,000557,GTRYXJYLHPZHHC,国投瑞银新机遇灵活配置混合C,混合型-灵活,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEC
375,000559,NATTBA,诺安天天宝A,货币型-普通货币,NUOANTIANTIANBAOA
376,000560,NATTBE,诺安天天宝E,货币型-普通货币,NUOANTIANTIANBAOE
377,000561,NFQYZQA,南方启元债券A,债券型-长债,NANFANGQIYUANZHAIQUANA
378,000562,NFQYZQC,南方启元债券C,债券型-长债,NANFANGQIYUANZHAIQUANC
379,000563,NFTLZQA,南方通利债券A,债券型-长债,NANFANGTONGLIZHAIQUANA
380,000564,NFTLZQC,南方通利债券C,债券型-长债,NANFANGTONGLIZHAIQUANC
381,000565,FGYLBJHYHHA,富国医疗保健行业混合A(后端),混合型-偏股,FUGUOYILIAOBAOJIANHANGYEHUNHEA
382,000566,HTBRCXSJHHA,华泰柏瑞创新升级混合A,混合型-灵活,HUATAIBAIRUICHUANGXINSHENGJIHUNHEA
383,000567,GFJXLHHH,广发聚祥灵活混合,混合型-灵活,GUANGFAJUXIANGLINGHUOHUNHE
384,000569,PHZZBHB,鹏华增值宝货币,货币型-普通货币,PENGHUAZENGZHIBAOHUOBI
385,000572,ZYDCLHHA,中银多策略混合A,混合型-灵活,ZHONGYINDUOCELUEHUNHEA
386,000573,THTLHHA,天弘通利混合A,混合型-灵活,TIANHONGTONGLIHUNHEA
387,000574,BYXJZHHA,宝盈新价值混合A,混合型-灵活,BAOYINGXINJIAZHIHUNHEA
388,000575,XQTLBHB,兴全添利宝货币,货币型-普通货币,XINGQUANTIANLIBAOHUOBI
389,000576,ZYHBA,中邮货币A,货币型-普通货币,ZHONGYOUHUOBIA
390,000577,AXJZJXGPA,安信价值精选股票A,股票型,ANXINJIAZHIJINGXUANGUPIAOA
391,000578,XYHXSYZQZQXFQSA,鑫元恒鑫收益增强债券型发起式A,债券型-混合二级,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIA
392,000579,XYHXSYZQZQXFQSC,鑫元恒鑫收益增强债券型发起式C,债券型-混合二级,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIC
393,000580,ZYHBB,中邮货币B,货币型-普通货币,ZHONGYOUHUOBIB
394,000581,JSHQBHBA,嘉实活钱包货币A,货币型-普通货币,JIASHIHUOQIANBAOHUOBIA
395,000582,FGXYZZQAB,富国信用债债券A/B(后端),债券型-长债,FUGUOXINYONGZHAIZHAIQUANAB
396,000583,JXJFDKZ,江信聚福定开债,债券型-混合一级,JIANGXINJUFUDINGKAIZHAI
397,000584,XHXYLHPZHHC,新华鑫益灵活配置混合C,混合型-灵活,XINHUAXINYILINGHUOPEIZHIHUNHEC
398,000585,JSDCTLDQHHA,嘉实对冲套利定期混合A,混合型-绝对收益,JIASHIDUICHONGTAOLIDINGQIHUNHEA
399,000586,JSCCZXCJXGPA,景顺长城中小创精选股票A,股票型,JINGSHUNCHANGCHENGZHONGXIAOCHUANGJINGXUANGUPIAOA
400,000587,DCLHPZHHA,大成灵活配置混合A,混合型-灵活,DACHENGLINGHUOPEIZHIHUNHEA
401,000588,ZSZQBHBA,招商招钱宝货币A,货币型-普通货币,ZHAOSHANGZHAOQIANBAOHUOBIA
402,000589,GDBDXYFSJHHA,光大保德信银发商机混合A,混合型-偏股,GUANGDABAODEXINYINFASHANGJIHUNHEA
403,000590,HAXHLLHPZHHA,华安新活力灵活配置混合A,混合型-灵活,HUAANXINHUOLILINGHUOPEIZHIHUNHEA
404,000591,ZYJKSHHH,中银健康生活混合,混合型-偏股,ZHONGYINJIANKANGSHENGHUOHUNHE
405,000592,JXGGHLGPA,建信改革红利股票A,股票型,JIANXINGAIGEHONGLIGUPIAOA
406,000593,YFDBPXFPZSMYXHA,易方达标普消费品指数美元现汇A,指数型-海外股票,YIFANGDABIAOPUXIAOFEIPINZHISHUMEIYUANXIANHUIA
407,000594,DMJQYXGP,大摩进取优选股票,股票型,DAMOJINQUYOUXUANGUPIAO
408,000595,JSTHHH,嘉实泰和混合,混合型-灵活,JIASHITAIHEHUNHE
409,000596,QHKYZZJGZSA,前海开源中证军工指数A,指数型-股票,QIANHAIKAIYUANZHONGZHENGJUNGONGZHISHUA
410,000597,ZHJJSYHH,中海积极收益混合,混合型-灵活,ZHONGHAIJIJISHOUYIHUNHE
411,000598,CSSTHJHH,长盛生态环境混合,混合型-灵活,CHANGSHENGSHENGTAIHUANJINGHUNHE
412,000599,ZXBCXJBHBA,中信保诚薪金宝货币A,货币型-普通货币,ZHONGXINBAOCHENGXINJINBAOHUOBIA
413,000600,HTFHJBHBA,汇添富和聚宝货币A,货币型-普通货币,HUITIANFUHEJUBAOHUOBIA
414,000601,HBCXYXHH,华宝创新优选混合,混合型-偏股,HUABAOCHUANGXINYOUXUANHUNHE
415,000602,FGAYHBA,富国安益货币A,货币型-普通货币,FUGUOANYIHUOBIA
416,000603,YFDCXQDLHPZHH,易方达创新驱动灵活配置混合,混合型-灵活,YIFANGDACHUANGXINQUDONGLINGHUOPEIZHIHUNHE
417,000604,YHDLBHBA,银华多利宝货币A,货币型-普通货币,YINHUADUOLIBAOHUOBIA
418,000605,YHDLBHBB,银华多利宝货币B,货币型-普通货币,YINHUADUOLIBAOHUOBIB
419,000606,THYXZQA,天弘优选债券A,债券型-长债,TIANHONGYOUXUANZHAIQUANA
420,000607,ZSZQBHBB,招商招钱宝货币B,货币型-普通货币,ZHAOSHANGZHAOQIANBAOHUOBIB
421,000609,HSXLHHHA,华商新量化混合A,混合型-灵活,HUASHANGXINLIANGHUAHUNHEA
422,000612,HBSTZGHHA,华宝生态中国混合A,混合型-偏股,HUABAOSHENGTAIZHONGGUOHUNHEA
423,000613,GSABHS300ETFLJA,国寿安保沪深300ETF联接A,指数型-股票,GUOSHOUANBAOHUSHEN300ETFLIANJIEA
424,000614,HADGDAXLJQDIIA,华安德国(DAX)联接(QDII)A,指数型-海外股票,HUAANDEGUODAXLIANJIEQDIIA
425,000615,CCGZBHBA,长城工资宝货币A,货币型-普通货币,CHANGCHENGGONGZIBAOHUOBIA
426,000618,JSXJBHBA,嘉实薪金宝货币A,货币型-普通货币,JIASHIXINJINBAOHUOBIA
427,000619,DFHCYSJHH,东方红产业升级混合,混合型-灵活,DONGFANGHONGCHANYESHENGJIHUNHE
428,000620,YFDXJZLHBA,易方达现金增利货币A,货币型-普通货币,YIFANGDAXIANJINZENGLIHUOBIA
429,000621,YFDXJZLHBB,易方达现金增利货币B,货币型-普通货币,YIFANGDAXIANJINZENGLIHUOBIB
430,000625,NATTBB,诺安天天宝B,货币型-普通货币,NUOANTIANTIANBAOB
431,000626,DCFCBHBA,大成丰财宝货币A,货币型-普通货币,DACHENGFENGCAIBAOHUOBIA
432,000627,DCFCBHBB,大成丰财宝货币B,货币型-普通货币,DACHENGFENGCAIBAOHUOBIB
433,000628,DCGXGPA,大成高鑫股票A,股票型,DACHENGGAOXINGUPIAOA
434,000634,FGTSLHPZJJ,富国天盛灵活配置基金,混合型-灵活,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
435,000635,FGTSLHPZJJ,富国天盛灵活配置基金(后端),混合型-灵活,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
436,000638,FGFQBHBA,富国富钱包货币A,货币型-普通货币,FUGUOFUQIANBAOHUOBIA
437,000639,BYXRHHA,宝盈祥瑞混合A,混合型-偏债,BAOYINGXIANGRUIHUNHEA
438,000640,NALCBHBA,诺安理财宝货币A,货币型-普通货币,NUOANLICAIBAOHUOBIA
439,000641,NALCBHBB,诺安理财宝货币B,货币型-普通货币,NUOANLICAIBAOHUOBIB
440,000642,HTFHBC,汇添富货币C,货币型-普通货币,HUITIANFUHUOBIC
441,000644,ZSZJBHBA,招商招金宝货币A,货币型-普通货币,ZHAOSHANGZHAOJINBAOHUOBIA
442,000645,HXXJBHB,华夏薪金宝货币,货币型-普通货币,HUAXIAXINJINBAOHUOBI
443,000646,HRYDLHYXHHA,华润元大量化优选混合A,混合型-偏股,HUARUNYUANDALIANGHUAYOUXUANHUNHEA
444,000647,YFDCFKXHBA,易方达财富快线货币A,货币型-普通货币,YIFANGDACAIFUKUAIXIANHUOBIA
445,000648,YFDCFKXHBB,易方达财富快线货币B,货币型-普通货币,YIFANGDACAIFUKUAIXIANHUOBIB
446,000649,CCJXHHA,长城久鑫混合A,混合型-灵活,CHANGCHENGJIUXINHUNHEA
447,000650,HTFHBD,汇添富货币D,货币型-普通货币,HUITIANFUHUOBID
448,000651,ZSZJBHBB,招商招金宝货币B,货币型-普通货币,ZHAOSHANGZHAOJINBAOHUOBIB
449,000652,BSYLLHPZHHA,博时裕隆灵活配置混合A,混合型-灵活,BOSHIYULONGLINGHUOPEIZHIHUNHEA
450,000654,HSXRCYHH,华商新锐产业混合,混合型-灵活,HUASHANGXINRUICHANYEHUNHE
451,000655,XYWLZQ,鑫元稳利债券,债券型-长债,XINYUANWENLIZHAIQUAN
452,000656,QHKYHS300ZSA,前海开源沪深300指数A,指数型-股票,QIANHAIKAIYUANHUSHEN300ZHISHUA
453,000657,YHHQBHBA,银华活钱宝货币A,货币型-普通货币,YINHUAHUOQIANBAOHUOBIA
454,000658,YHHQBHBB,银华活钱宝货币B,货币型-普通货币,YINHUAHUOQIANBAOHUOBIB
455,000659,YHHQBHBC,银华活钱宝货币C,货币型-普通货币,YINHUAHUOQIANBAOHUOBIC
456,000660,YHHQBHBD,银华活钱宝货币D,货币型-普通货币,YINHUAHUOQIANBAOHUOBID
