,code,pinyin_abbr,fund_name,fund_type,pinyin
23225,501188,HTFHXJXHHLOF,汇添富核心精选混合(LOF),混合型-灵活,HUITIANFUHEXINJINGXUANHUNHELOF
23226,501189,JSCYYXHHLOFA,嘉实产业优选混合(LOF)A,混合型-灵活,JIASHICHANYEYOUXUANHUNHELOFA
23227,501200,MSJYKJCXHHLOF,民生加银科技创新混合(LOF),混合型-偏股,MINSHENGJIAYINKEJICHUANGXINHUNHELOF
23228,501201,HTCXKJCXGPLOF,红土创新科技创新股票(LOF),股票型,HONGTUCHUANGXINKEJICHUANGXINGUPIAOLOF
23229,501202,HTZJCXXFHHLOFC,华泰紫金创新先锋混合(LOF)C,混合型-偏股,HUATAIZIJINCHUANGXINXIANFENGHUNHELOFC
23230,501203,YFDCXWLHHLOF,易方达创新未来混合(LOF),混合型-偏股,YIFANGDACHUANGXINWEILAIHUNHELOF
23231,501205,PHCXWLHHLOF,鹏华创新未来混合(LOF),混合型-偏股,PENGHUACHUANGXINWEILAIHUNHELOF
23232,501206,HTFCXWLHHLOF,汇添富创新未来混合(LOF),混合型-偏股,HUITIANFUCHUANGXINWEILAIHUNHELOF
23233,501207,HXCXWLHHLOF,华夏创新未来混合(LOF),混合型-偏股,HUAXIACHUANGXINWEILAIHUNHELOF
23234,501208,ZOCXWLHHLOF,中欧创新未来混合(LOF),混合型-偏股,ZHONGOUCHUANGXINWEILAIHUNHELOF
23235,501209,YHFJSPYLJXHHLOFA,银华富久食品饮料精选混合(LOF)A,混合型-偏股,YINHUAFUJIUSHIPINYINLIAOJINGXUANHUNHELOFA
23236,501210,JYZXXGHHFOFLOFA,交银智选星光混合(FOF-LOF)A,FOF-进取型,JIAOYINZHIXUANXINGGUANGHUNHEFOFLOFA
23237,501211,MSJYYX6GYDKHHFOFLOF,民生加银优享6个月定开混合(FOF-LOF),FOF-稳健型,MINSHENGJIAYINYOUXIANG6GEYUEDINGKAIHUNHEFOFLOF
23238,501212,GFYXPZHHFOFLOFA,广发优选配置混合(FOF-LOF)A,FOF-均衡型,GUANGFAYOUXUANPEIZHIHUNHEFOFLOFA
23239,501213,ZOHXHHFOFLOFA,中欧汇选混合(FOF-LOF)A,FOF-进取型,ZHONGOUHUIXUANHUNHEFOFLOFA
23240,501215,XZQQJJPZHHFOFLOFA,兴证全球积极配置混合(FOF-LOF)A,FOF-进取型,XINGZHENGQUANQIUJIJIPEIZHIHUNHEFOFLOFA
23241,501216,FGZXHYJXGPFOFLOFA,富国智鑫行业精选股票(FOF-LOF)A,FOF-进取型,FUGUOZHIXINHANGYEJINGXUANGUPIAOFOFLOFA
23242,501217,HXHYPZGPFOFLOFA,华夏行业配置股票(FOF-LOF)A,FOF-进取型,HUAXIAHANGYEPEIZHIGUPIAOFOFLOFA
23243,501218,GYRZJQGPFOFLOFA,工银睿智进取股票(FOF-LOF)A,FOF-进取型,GONGYINRUIZHIJINQUGUPIAOFOFLOFA
23244,501219,HXZSXFGPLOFA,华夏智胜先锋股票(LOF)A,股票型,HUAXIAZHISHENGXIANFENGGUPIAOLOFA
23245,501220,GTHYLDGPFOFLOFA,国泰行业轮动股票(FOF-LOF)A,FOF-进取型,GUOTAIHANGYELUNDONGGUPIAOFOFLOFA
23246,501222,YFDRYZXHHFOFLOFA,易方达如意招享混合(FOF-LOF)A,FOF-稳健型,YIFANGDARUYIZHAOXIANGHUNHEFOFLOFA
23247,501225,JSCCQQBDTXPGPAQDIILOFRMB,景顺长城全球半导体芯片股票A(QDII-LOF)(人民币),QDII-普通股票,JINGSHUNCHANGCHENGQUANQIUBANDAOTIXINPIANGUPIAOAQDIILOFRENMINBI
23248,501226,CCQQXNYCGPFQSQDIIA,长城全球新能源车股票发起式(QDII)A,QDII-普通股票,CHANGCHENGQUANQIUXINNENGYUANCHEGUPIAOFAQISHIQDIIA
23249,501227,HDHLYXHHLOFA,泓德红利优选混合(LOF)A,混合型-偏股,HONGDEHONGLIYOUXUANHUNHELOFA
23250,501300,HFTQQSYZQRMB,海富通全球收益债券人民币,QDII-纯债,HAIFUTONGQUANQIUSHOUYIZHAIQUANRENMINBI
23251,501301,HBXGDPA,华宝香港大盘A,指数型-股票,HUABAOXIANGGANGDAPANA
23252,501302,NFHZETFLJLOFA,南方恒指ETF联接(LOF)A,指数型-股票,NANFANGHENGZHIETFLIANJIELOFA
23253,501303,GFHSZXGZSLOFA,广发恒生中型股指数(LOF)A,指数型-股票,GUANGFAHENGSHENGZHONGXINGGUZHISHULOFA
23254,501305,HTFGGHLETFLJA,汇添富港股红利ETF联接A,指数型-股票,HUITIANFUGANGGUHONGLIETFLIANJIEA
23255,501306,HTFGGHLETFLJC,汇添富港股红利ETF联接C,指数型-股票,HUITIANFUGANGGUHONGLIETFLIANJIEC
23256,501307,YHZZHGSGGXA,银河中证沪港深高股息A,指数型-股票,YINHEZHONGZHENGHUGANGSHENGAOGUXIA
23257,501308,YHZZHGSGGXC,银河中证沪港深高股息C,指数型-股票,YINHEZHONGZHENGHUGANGSHENGAOGUXIC
23258,501310,HBHGSJZZSA,华宝沪港深价值指数A,指数型-股票,HUABAOHUGANGSHENJIAZHIZHISHUA
23259,501311,JSGGTXJJZSA,嘉实港股通新经济指数A,指数型-股票,JIASHIGANGGUTONGXINJINGJIZHISHUA
23260,501312,HBHWKJGPQDIILOFA,华宝海外科技股票(QDII-LOF)A,QDII-普通股票,HUABAOHAIWAIKEJIGUPIAOQDIILOFA
23261,502000,XBLDZZ500ZSZQLOFA,西部利得中证500指数增强(LOF)A,指数型-股票,XIBULIDEZHONGZHENG500ZHISHUZENGQIANGLOFA
23262,502003,YFDZZJGLOFA,易方达中证军工(LOF)A,指数型-股票,YIFANGDAZHONGZHENGJUNGONGLOFA
23263,502006,YFDZZGQGGLOFA,易方达中证国企改革(LOF)A,指数型-股票,YIFANGDAZHONGZHENGGUOQIGAIGELOFA
23264,502010,YFDZZQZZQGSZSLOFA,易方达中证全指证券公司指数(LOF)A,指数型-股票,YIFANGDAZHONGZHENGQUANZHIZHENGQUANGONGSIZHISHULOFA
23265,502013,CSZZSWYDYLZSLOF,长盛中证申万一带一路指数(LOF),指数型-股票,CHANGSHENGZHONGZHENGSHENWANYIDAIYILUZHISHULOF
23266,502023,PHGZGTHYZSLOFA,鹏华国证钢铁行业指数(LOF)A,指数型-股票,PENGHUAGUOZHENGGANGTIEHANGYEZHISHULOFA
23267,502048,YFDSZ50ZSLOFA,易方达上证50指数(LOF)A,指数型-股票,YIFANGDASHANGZHENG50ZHISHULOFA
23268,502053,CSZZZQGSZSLOFA,长盛中证证券公司指数(LOF)A,指数型-股票,CHANGSHENGZHONGZHENGZHENGQUANGONGSIZHISHULOFA
23269,502056,GFZZYLETFLJLOFA,广发中证医疗ETF联接(LOF)A,指数型-股票,GUANGFAZHONGZHENGYILIAOETFLIANJIELOFA
23270,506000,NFKCB3NDKHH,南方科创板3年定开混合,混合型-偏股,NANFANGKECHUANGBAN3NIANDINGKAIHUNHE
23271,506001,WJKCB2NDKHH,万家科创板2年定开混合,混合型-偏股,WANJIAKECHUANGBAN2NIANDINGKAIHUNHE
23272,506002,YFDKCBLNDKHH,易方达科创板两年定开混合,混合型-偏股,YIFANGDAKECHUANGBANLIANGNIANDINGKAIHUNHE
23273,506003,FGKCBLNDKHH,富国科创板两年定开混合,混合型-偏股,FUGUOKECHUANGBANLIANGNIANDINGKAIHUNHE
23274,506005,BSKCBSNDKHH,博时科创板三年定开混合,混合型-偏股,BOSHIKECHUANGBANSANNIANDINGKAIHUNHE
23275,506006,HTFKCB2NDKHH,汇添富科创板2年定开混合,混合型-偏股,HUITIANFUKECHUANGBAN2NIANDINGKAIHUNHE
23276,506007,GFKCBLNDKHH,广发科创板两年定开混合,混合型-偏股,GUANGFAKECHUANGBANLIANGNIANDINGKAIHUNHE
23277,506008,CCKCLNDKHHA,长城科创两年定开混合A,混合型-偏股,CHANGCHENGKECHUANGLIANGNIANDINGKAIHUNHEA
23278,506009,GTKCBLNDQKFHH,国泰科创板两年定期开放混合,混合型-偏股,GUOTAIKECHUANGBANLIANGNIANDINGQIKAIFANGHUNHE
23279,508000,HAZJGDREIT,华安张江光大REIT,Reits,
23280,508001,ZSHHYREIT,浙商沪杭甬REIT,Reits,
23281,508002,HABLXFREIT,华安百联消费REIT,Reits,
23282,508003,ZJLDKCREIT,中金联东科创REIT,Reits,
23283,508005,HXSCALREIT,华夏首创奥莱REIT,Reits,
23284,508006,FGSCSWREIT,富国首创水务REIT,Reits,
23285,508007,ZJSDGSREIT,中金山东高速REIT,Reits,
23286,508008,GJZGTJREIT,国金中国铁建REIT,Reits,
23287,508009,ZJAHJKREIT,中金安徽交控REIT,Reits,
23288,508010,ZJCQLJREIT,中金重庆两江REIT,Reits,
23289,508011,JSWMXFREIT,嘉实物美消费REIT,Reits,
23290,508012,ZSKCREIT,招商科创REIT,Reits,
23291,508015,ZXJTMYZNXNYREIT,中信建投明阳智能新能源REIT,Reits,
23292,508016,HXHDQJNYREIT,华夏华电清洁能源REIT,Reits,
23293,508017,HXJMSYREIT,华夏金茂商业REIT,Reits,
23294,508018,HXZGJJREIT,华夏中国交建REIT,Reits,
23295,508019,ZJHBKTGGREIT,中金湖北科投光谷REIT,Reits,
23296,508021,GTJALGCXCYYREIT,国泰君安临港创新产业园REIT,Reits,
23297,508022,BSJKCYREIT,博时津开产园REIT,Reits,
23298,508026,JSZGDJQJNYREIT,嘉实中国电建清洁能源REIT,Reits,
23299,508027,DWSYCYREIT,东吴苏园产业REIT,Reits,
23300,508028,ZXJTGJDTXNYREIT,中信建投国家电投新能源REIT,Reits,
23301,508031,GTJACTKTBZFREIT,国泰君安城投宽庭保租房REIT,Reits,
23302,508033,YFDSGSREIT,易方达深高速REIT,REITs,
23303,508036,PANBJTREIT,平安宁波交投REIT,Reits,
23304,508039,CJHXSNREIT,创金合信首农REIT,Reits,
23305,508048,HAWGQREIT,华安外高桥REIT,Reits,
23306,508055,HTFSHDCZLZFREIT,汇添富上海地产租赁住房REIT,Reits,
23307,508056,ZJPLSREIT,中金普洛斯REIT,Reits,
23308,508058,ZJXMAJREIT,中金厦门安居REIT,Reits,
23309,508060,NFWGSJZXREIT,南方万国数据中心REIT,Reits,
23310,508066,HTJSJKREIT,华泰江苏交控REIT,Reits,
23311,508068,HXBJBZFREIT,华夏北京保障房REIT,Reits,
23312,508069,HXNJJTGSGLREIT,华夏南京交通高速公路REIT,Reits,
23313,508077,HXJJHRYCREIT,华夏基金华润有巢REIT,Reits,
23314,508078,ZHYSCCWLREIT,中航易商仓储物流REIT,Reits,
23315,508080,ZJYZCYYREIT,中金亦庄产业园REIT,Reits,
23316,508082,ZJWPHALREIT,中金唯品会奥莱REIT,Reits,
23317,508084,HTFJZTYYREIT,汇添富九州通医药REIT,Reits,
23318,508085,HTSZHTZLZFREIT,华泰苏州恒泰租赁住房REIT,Reits,
23319,508086,GYHBGSREIT,工银河北高速REIT,Reits,
23320,508087,GTJAJNNYGRREIT,国泰君安济南能源供热REIT,Reits,
23321,508088,GTJADJXJJREIT,国泰君安东久新经济REIT,Reits,
23322,508089,HXTBDGXNYREIT,华夏特变电工新能源REIT,Reits,
23323,508090,ZYZWYCCWLREIT,中银中外运仓储物流REIT,Reits,
23324,508091,HXKDSYREIT,华夏凯德商业REIT,Reits,
23325,508092,HXJYZZGCREIT,华夏金隅智造工场REIT,Reits,
23326,508096,ZHJNGFREIT,中航京能光伏REIT,Reits,
23327,508097,HTNJJYREIT,华泰南京建邺REIT,Reits,
23328,508098,JSJDCCJCSSREIT,嘉实京东仓储基础设施REIT,Reits,
23329,508099,JXZGCREIT,建信中关村REIT,Reits,
23330,510010,JYSZ180GSZLETF,交银上证180公司治理ETF,指数型-股票,JIAOYINSHANGZHENG180GONGSIZHILIETF
23331,510020,BSSZCDPETF,博时上证超大盘ETF,指数型-股票,BOSHISHANGZHENGCHAODAPANETF
23332,510030,HBSZ180JZETF,华宝上证180价值ETF,指数型-股票,HUABAOSHANGZHENG180JIAZHIETF
23333,510040,PHSZ180ETF,鹏华上证180ETF,指数型-股票,PENGHUASHANGZHENG180ETF
23334,510050,HXSZ50ETF,华夏上证50ETF,指数型-股票,HUAXIASHANGZHENG50ETF
23335,510060,GYSZYQETF,工银上证央企ETF,指数型-股票,GONGYINSHANGZHENGYANGQIETF
23336,510080,CSQZZSZQZQA,长盛全债指数增强债券A,指数型-固收,CHANGSHENGQUANZHAIZHISHUZENGQIANGZHAIQUANA
23337,510081,CSDTJXHH,长盛动态精选混合,混合型-灵活,CHANGSHENGDONGTAIJINGXUANHUNHE
23338,510090,JXZRETF,建信责任ETF,指数型-股票,JIANXINZERENETF
23339,510100,YFDSZ50ETF,易方达上证50ETF,指数型-股票,YIFANGDASHANGZHENG50ETF
23340,510130,ZPETF,中盘ETF,指数型-股票,ZHONGPANETF
23341,510150,ZSSZXF80ETF,招商上证消费80ETF,指数型-股票,ZHAOSHANGSHANGZHENGXIAOFEI80ETF
23342,510160,ZZNFXKCYZSETF,中证南方小康产业指数ETF,指数型-股票,ZHONGZHENGNANFANGXIAOKANGCHANYEZHISHUETF
23343,510170,GLASZSPETF,国联安上证商品ETF,指数型-股票,GUOLIANANSHANGZHENGSHANGPINETF
23344,510180,HASZ180ETF,华安上证180ETF,指数型-股票,HUAANSHANGZHENG180ETF
23345,510190,HASZ50ETF,华安上证50ETF,指数型-股票,HUAANSHANGZHENG50ETF
23346,510200,HASZZQETF,汇安上证证券ETF,指数型-股票,HUIANSHANGZHENGZHENGQUANETF
23347,510210,SZZZETF,上证综指ETF,指数型-股票,SHANGZHENGZONGZHIETF
23348,510230,GTSZ180JRETF,国泰上证180金融ETF,指数型-股票,GUOTAISHANGZHENG180JINRONGETF
23349,510270,ZYSZGQ100ETF,中银上证国企100ETF,指数型-股票,ZHONGYINSHANGZHENGGUOQI100ETF
23350,510290,NFSZ380ETF,南方上证380ETF,指数型-股票,NANFANGSHANGZHENG380ETF
23351,510300,HTBRHS300ETF,华泰柏瑞沪深300ETF,指数型-股票,HUATAIBAIRUIHUSHEN300ETF
23352,510310,YFDHS300FQSETF,易方达沪深300发起式ETF,指数型-股票,YIFANGDAHUSHEN300FAQISHIETF
23353,510320,ZJHS300ETF,中金沪深300ETF,指数型-股票,ZHONGJINHUSHEN300ETF
23354,510330,HXHS300ETF,华夏沪深300ETF,指数型-股票,HUAXIAHUSHEN300ETF
23355,510350,GYRXHS300ETF,工银瑞信沪深300ETF,指数型-股票,GONGYINRUIXINHUSHEN300ETF
23356,510360,GFHS300ETF,广发沪深300ETF,指数型-股票,GUANGFAHUSHEN300ETF
23357,510370,XYHS300ETF,兴业沪深300ETF,指数型-股票,XINGYEHUSHEN300ETF
23358,510380,GSABHS300ETF,国寿安保沪深300ETF,指数型-股票,GUOSHOUANBAOHUSHEN300ETF
23359,510390,PAHS300ETF,平安沪深300ETF,指数型-股票,PINGANHUSHEN300ETF
23360,510410,BSSZZRZYETF,博时上证自然资源ETF,指数型-股票,BOSHISHANGZHENGZIRANZIYUANETF
23361,510500,NFZZ500ETF,南方中证500ETF,指数型-股票,NANFANGZHONGZHENG500ETF
23362,510510,GFZZ500ETF,广发中证500ETF,指数型-股票,GUANGFAZHONGZHENG500ETF
23363,510530,GYZZ500ETF,工银中证500ETF,指数型-股票,GONGYINZHONGZHENG500ETF
23364,510550,FZFBZZ500ETF,方正富邦中证500ETF,指数型-股票,FANGZHENGFUBANGZHONGZHENG500ETF
23365,510560,GSABZZ500ETF,国寿安保中证500ETF,指数型-股票,GUOSHOUANBAOZHONGZHENG500ETF
23366,510570,XYZZ500ETF,兴业中证500ETF,指数型-股票,XINGYEZHONGZHENG500ETF
23367,510580,YFDZZ500ETF,易方达中证500ETF,指数型-股票,YIFANGDAZHONGZHENG500ETF
23368,510590,PAZZ500ETF,平安中证500ETF,指数型-股票,PINGANZHONGZHENG500ETF
23369,510600,SWLXSZ50ETF,申万菱信上证50ETF,指数型-股票,SHENWANLINGXINSHANGZHENG50ETF
23370,510630,HXXFETF,华夏消费ETF,指数型-股票,HUAXIAXIAOFEIETF
23371,510650,SZJRDCFQSETF,上证金融地产发起式ETF,指数型-股票,SHANGZHENGJINRONGDICHANFAQISHIETF
23372,510660,HXYYETF,华夏医药ETF,指数型-股票,HUAXIAYIYAOETF
23373,510680,WJSZ50ETF,万家上证50ETF,指数型-股票,WANJIASHANGZHENG50ETF
23374,510710,BSSZ50ETF,博时上证50ETF,指数型-股票,BOSHISHANGZHENG50ETF
23375,510720,GTSZGYQYHLETF,国泰上证国有企业红利ETF,指数型-股票,GUOTAISHANGZHENGGUOYOUQIYEHONGLIETF
23376,510760,GTSZZHJYETF,国泰上证综合交易ETF,指数型-股票,GUOTAISHANGZHENGZONGHEJIAOYIETF
23377,510770,SWLXSZG60CXETF,申万菱信上证G60创新ETF,指数型-股票,SHENWANLINGXINSHANGZHENGG60CHUANGXINETF
23378,510800,JXSZ50ETF,建信上证50ETF,指数型-股票,JIANXINSHANGZHENG50ETF
23379,510810,HTFZZSHGQETF,汇添富中证上海国企ETF,指数型-股票,HUITIANFUZHONGZHENGSHANGHAIGUOQIETF
23380,510850,GYRXSZ50ETF,工银瑞信上证50ETF,指数型-股票,GONGYINRUIXINSHANGZHENG50ETF
23381,510880,HTBRSZHLETF,华泰柏瑞上证红利ETF,指数型-股票,HUATAIBAIRUISHANGZHENGHONGLIETF
23382,510900,YFDHSGQETF,易方达恒生国企ETF,指数型-海外股票,YIFANGDAHENGSHENGGUOQIETF
23383,510950,GFSZ50ETF,广发上证50ETF,指数型-股票,GUANGFASHANGZHENG50ETF
23384,510980,HTFSZZHETF,汇添富上证综合ETF,指数型-股票,HUITIANFUSHANGZHENGZONGHEETF
23385,510990,GYRXZZ180ESGETF,工银瑞信中证180ESGETF,指数型-股票,GONGYINRUIXINZHONGZHENG180ESGETF
23386,511010,GTSZ5NQGZETF,国泰上证5年期国债ETF,指数型-固收,GUOTAISHANGZHENG5NIANQIGUOZHAIETF
23387,511020,PAZZ510NGZHYQETF,平安中证5-10年国债活跃券ETF,指数型-固收,PINGANZHONGZHENG510NIANGUOZHAIHUOYUEQUANETF
23388,511030,PAZZZLCYZETF,平安中债债利差因子ETF,指数型-固收,PINGANZHONGZHAIZHAILICHAYINZIETF
23389,511060,HFTSZ5NQETF,海富通上证5年期ETF,指数型-固收,HAIFUTONGSHANGZHENG5NIANQIETF
23390,511070,NFSZJZZSGSZETF,南方上证基准做市公司债ETF,指数型-固收,NANFANGSHANGZHENGJIZHUNZUOSHIGONGSIZHAIETF
23391,511080,CSQZZSZQZQA,长盛全债指数增强债券A(后端),指数型-固收,CHANGSHENGQUANZHAIZHISHUZENGQIANGZHAIQUANA
23392,511081,CSDTJXHH,长盛动态精选混合(后端),混合型-灵活,CHANGSHENGDONGTAIJINGXUANHUNHE
23393,511090,PYZZ30NQGZETF,鹏扬中债-30年期国债ETF,指数型-固收,PENGYANGZHONGZHAI30NIANQIGUOZHAIETF
23394,511100,HXSZJZZSGZETF,华夏上证基准做市国债ETF,指数型-固收,HUAXIASHANGZHENGJIZHUNZUOSHIGUOZHAIETF
23395,511110,YFDSZJZZSGSZETF,易方达上证基准做市公司债ETF,指数型-固收,YIFANGDASHANGZHENGJIZHUNZUOSHIGONGSIZHAIETF
23396,511120,GFSZAAAKJCXGSZETF,广发上证AAA科技创新公司债ETF,指数型-固收,GUANGFASHANGZHENGAAAKEJICHUANGXINGONGSIZHAIETF
23397,511130,BSSZ30NQGZETF,博时上证30年期国债ETF,指数型-固收,BOSHISHANGZHENG30NIANQIGUOZHAIETF
23398,511150,YYSZAAAKJCXGSZETF,永赢上证AAA科技创新公司债ETF,指数型-固收,YONGYINGSHANGZHENGAAAKEJICHUANGXINGONGSIZHAIETF
23399,511160,GZETFDC,国债ETF东财,指数型-固收,GUOZHAIETFDONGCAI
23400,511180,HFTSZTZJKZZETF,海富通上证投资级可转债ETF,指数型-固收,HAIFUTONGSHANGZHENGTOUZIJIKEZHUANZHAIETF
23401,511190,HFTSZJZZSGSZETF,海富通上证基准做市公司债ETF,指数型-固收,HAIFUTONGSHANGZHENGJIZHUNZUOSHIGONGSIZHAIETF
23402,511200,HXSZJZZSGSZETF,华夏上证基准做市公司债ETF,指数型-固收,HUAXIASHANGZHENGJIZHUNZUOSHIGONGSIZHAIETF
23403,511220,HFTSZCTZETF,海富通上证城投债ETF,指数型-固收,HAIFUTONGSHANGZHENGCHENGTOUZHAIETF
23404,511260,GTSZ10NQGZETF,国泰上证10年期国债ETF,指数型-固收,GUOTAISHANGZHENG10NIANQIGUOZHAIETF
23405,511270,HFTSZ10NQETF,海富通上证10年期ETF,指数型-固收,HAIFUTONGSHANGZHENG10NIANQIETF
23406,511360,HFTZZDRETF,海富通中证短融ETF,指数型-固收,HAIFUTONGZHONGZHENGDUANRONGETF
23407,511380,BSKZZETF,博时可转债ETF,指数型-固收,BOSHIKEZHUANZHAIETF
23408,511520,FGZZ710NZCXJRZETF,富国中债7-10年政策性金融债ETF,指数型-固收,FUGUOZHONGZHAI710NIANZHENGCEXINGJINRONGZHAIETF
23409,511580,ZSZZGZJZCXJRZ03NETF,招商中证国债及政策性金融债0-3年ETF,指数型-固收,ZHAOSHANGZHONGZHENGGUOZHAIJIZHENGCEXINGJINRONGZHAI03NIANETF
23410,511600,HARRXHBH,华安日日鑫货币H,货币型-普通货币,HUAANRIRIXINHUOBIH
23411,511620,GTSLHBETFA,国泰瞬利货币ETFA,货币型-普通货币,GUOTAISHUNLIHUOBIETFA
23412,511650,HXKXHBETFE,华夏快线货币ETFE,货币型-普通货币,HUAXIAKUAIXIANHUOBIETFE
23413,511660,JXXJTYHBH,建信现金添益货币H,货币型-普通货币,JIANXINXIANJINTIANYIHUOBIH
23414,511670,HTZJTTJJYXHBA,华泰紫金天天金交易型货币A,货币型-普通货币,HUATAIZIJINTIANTIANJINJIAOYIXINGHUOBIA
23415,511690,DCTYJYXHBE,大成添益交易型货币E,货币型-普通货币,DACHENGTIANYIJIAOYIXINGHUOBIE
23416,511700,PAHBETF,平安货币ETF,货币型-普通货币,PINGANHUOBIETF
23417,511770,JYZYHBE,金鹰增益货币E,货币型-普通货币,JINYINGZENGYIHUOBIE
23418,511800,YFDHBE,易方达货币E,货币型-普通货币,YIFANGDAHUOBIE
23419,511810,NFLCJJYXHBH,南方理财金交易型货币H,货币型-普通货币,NANFANGLICAIJINJIAOYIXINGHUOBIH
23420,511820,PHTLJYXHBB,鹏华添利交易型货币B,货币型-普通货币,PENGHUATIANLIJIAOYIXINGHUOBIB
23421,511830,HTBRJYHBA,华泰柏瑞交易货币A,货币型-普通货币,HUATAIBAIRUIJIAOYIHUOBIA
23422,511850,ZSCFBJYXHBE,招商财富宝交易型货币E,货币型-普通货币,ZHAOSHANGCAIFUBAOJIAOYIXINGHUOBIE
23423,511860,BSBZJHBETFA,博时保证金货币ETFA,货币型-普通货币,BOSHIBAOZHENGJINHUOBIETFA
23424,511880,YHRLA,银华日利A,货币型-普通货币,YINHUARILIA
23425,511900,FGSYBJYXHBH,富国收益宝交易型货币H,货币型-普通货币,FUGUOSHOUYIBAOJIAOYIXINGHUOBIH
23426,511910,RTYZFHBE,融通易支付货币E,货币型-普通货币,RONGTONGYIZHIFUHUOBIE
23427,511920,GFHBE,广发货币E,货币型-普通货币,GUANGFAHUOBIE
23428,511930,GLRYA,国联日盈A,货币型-普通货币,GUOLIANRIYINGA
23429,511950,GFTLHBA,广发添利货币A,货币型-普通货币,GUANGFATIANLIHUOBIA
23430,511960,JSKXHBH,嘉实快线货币H,货币型-普通货币,JIASHIKUAIXIANHUOBIH
23431,511970,GSABHBE,国寿安保货币E,货币型-普通货币,GUOSHOUANBAOHUOBIE
23432,511980,HTFTFTHBE,汇添富添富通货币E,货币型-普通货币,HUITIANFUTIANFUTONGHUOBIE
23433,511990,HBTYA,华宝添益A,货币型-普通货币,HUABAOTIANYIA
23434,512000,HBQSETF,华宝券商ETF,指数型-股票,HUABAOQUANSHANGETF
23435,512010,YFDHS300YYETF,易方达沪深300医药ETF,指数型-股票,YIFANGDAHUSHEN300YIYAOETF
23436,512020,PHZZA500ETF,鹏华中证A500ETF,指数型-股票,PENGHUAZHONGZHENGA500ETF
23437,512030,YFDZZA50ZQCLETF,易方达中证A50增强策略ETF,指数型-股票,YIFANGDAZHONGZHENGA50ZENGQIANGCELUEETF
23438,512040,FGZZJZETF,富国中证价值ETF,指数型-股票,FUGUOZHONGZHENGJIAZHIETF
23439,512050,HXZZA500ETF,华夏中证A500ETF,指数型-股票,HUAXIAZHONGZHENGA500ETF
23440,512060,THZZA100ETF,天弘中证A100ETF,指数型-股票,TIANHONGZHONGZHENGA100ETF
23441,512070,YFDHS300FYETF,易方达沪深300非银ETF,指数型-股票,YIFANGDAHUSHEN300FEIYINETF
23442,512080,ZJZZA500ETF,中金中证A500ETF,指数型-股票,ZHONGJINZHONGZHENGA500ETF
23443,512090,YFDMSCIZGAGETF,易方达MSCI中国A股ETF,指数型-股票,YIFANGDAMSCIZHONGGUOAGUETF
23444,512100,NFZZ1000ETF,南方中证1000ETF,指数型-股票,NANFANGZHONGZHENG1000ETF
23445,512120,HAZZXFYYETF,华安中证细分医药ETF,指数型-股票,HUAANZHONGZHENGXIFENYIYAOETF
23446,512130,PHZZQZZYXJLETF,鹏华中证全指自由现金流ETF,指数型-股票,PENGHUAZHONGZHENGQUANZHIZIYOUXIANJINLIUETF
23447,512150,HAFSZGA50ETF,汇安富时中国A50ETF,指数型-股票,HUIANFUSHIZHONGGUOA50ETF
23448,512160,NFMSCIZGAGGJTETF,南方MSCI中国A股国际通ETF,指数型-股票,NANFANGMSCIZHONGGUOAGUGUOJITONGETF
23449,512170,HBZZYLETF,华宝中证医疗ETF,指数型-股票,HUABAOZHONGZHENGYILIAOETF
23450,512180,JXMSCIZGAGGJTETF,建信MSCI中国A股国际通ETF,指数型-股票,JIANXINMSCIZHONGGUOAGUGUOJITONGETF
23451,512190,ZSZJFHETF,浙商之江凤凰ETF,指数型-股票,ZHESHANGZHIJIANGFENGHUANGETF
23452,512200,NFZZFDCETF,南方中证房地产ETF,指数型-股票,NANFANGZHONGZHENGFANGDICHANETF
23453,512220,JSZZKJCMTX150ETF,景顺中证科技传媒通信150ETF,指数型-股票,JINGSHUNZHONGZHENGKEJICHUANMEITONGXIN150ETF
23454,512240,PHZZA50ETF,鹏华中证A50ETF,指数型-股票,PENGHUAZHONGZHENGA50ETF
23455,512250,ZSZZA50ETF,招商中证A50ETF,指数型-股票,ZHAOSHANGZHONGZHENGA50ETF
23456,512260,HAZZDBDETF,华安中证低波动ETF,指数型-股票,HUAANZHONGZHENGDIBODONGETF
23457,512290,GTZZSWYYETF,国泰中证生物医药ETF,指数型-股票,GUOTAIZHONGZHENGSHENGWUYIYAOETF
23458,512330,NFZZ500XXJSETF,南方中证500信息技术ETF,指数型-股票,NANFANGZHONGZHENG500XINXIJISHUETF
23459,512360,PAMSCIZGAGGJETF,平安MSCI中国A股国际ETF,指数型-股票,PINGANMSCIZHONGGUOAGUGUOJIETF
23460,512370,HXZZA500ZQCLETF,华夏中证A500增强策略ETF,指数型-股票,HUAXIAZHONGZHENGA500ZENGQIANGCELUEETF
23461,512380,YHMSCIZGAGETF,银华MSCI中国A股ETF,指数型-股票,YINHUAMSCIZHONGGUOAGUETF
23462,512390,PAMSCIZGAGETF,平安MSCI中国A股ETF,指数型-股票,PINGANMSCIZHONGGUOAGUETF
23463,512400,NFZZSWYSJSETF,南方中证申万有色金属ETF,指数型-股票,NANFANGZHONGZHENGSHENWANYOUSEJINSHUETF
